id,date,t_arr,t_dep,e_dem,ev_model
CE0099,2025-01-06,09:02:00,17:42:00,15.715000000000002,byd_dolphin
CE0100,2025-01-06,09:04:00,17:43:00,12.060000000000004,renault_kwid
CE0101,2025-01-06,09:06:00,17:39:00,13.400000000000006,renault_kwid
CE0102,2025-01-06,09:06:00,12:16:00,8.04,renault_kwid
CE0103,2025-01-06,09:08:00,17:27:00,25.41,hyundai_ioniq
CE0104,2025-01-06,09:08:00,17:35:00,18.585,byd_qin
CE0105,2025-01-06,09:10:00,12:09:00,14.740000000000007,renault_kwid
CE0106,2025-01-06,09:13:00,17:41:00,10.720000000000002,renault_kwid
CE0107,2025-01-06,09:14:00,17:49:00,15.715000000000002,byd_dolphin
CE0108,2025-01-06,09:14:00,17:37:00,21.240000000000006,byd_qin
CE0109,2025-01-06,09:15:00,17:40:00,18.585,byd_qin
CE0110,2025-01-06,09:16:00,17:43:00,14.740000000000007,renault_kwid
CE0111,2025-01-06,09:19:00,17:39:00,8.04,renault_kwid
CE0112,2025-01-06,09:20:00,12:16:00,36.30000000000001,hyundai_ioniq
CE0113,2025-01-06,09:20:00,17:48:00,15.715000000000002,byd_dolphin
CE0114,2025-01-06,09:21:00,17:50:00,8.04,renault_kwid
CE0115,2025-01-06,09:21:00,17:49:00,13.469999999999999,byd_dolphin
CE0116,2025-01-06,09:23:00,17:45:00,10.720000000000002,renault_kwid
CE0117,2025-01-06,09:26:00,17:48:00,26.55000000000001,byd_qin
CE0118,2025-01-06,09:26:00,17:51:00,8.04,renault_kwid
CE0119,2025-01-06,09:28:00,17:47:00,15.93,byd_qin
CE0120,2025-01-06,09:34:00,17:27:00,18.585,byd_qin
CE0121,2025-01-06,14:34:00,17:37:00,8.04,renault_kwid
CE0122,2025-01-06,14:40:00,17:41:00,14.740000000000007,renault_kwid
CE0123,2025-01-06,14:41:00,17:45:00,36.30000000000001,hyundai_ioniq
CE0124,2025-01-06,14:45:00,17:29:00,17.960000000000004,byd_dolphin
CE0125,2025-01-06,15:02:00,17:50:00,29.040000000000003,hyundai_ioniq
CE0126,2025-01-07,08:58:00,17:47:00,9.38,renault_kwid
CE0127,2025-01-07,09:04:00,17:35:00,22.45000000000001,byd_dolphin
CE0128,2025-01-07,09:05:00,17:43:00,21.779999999999998,hyundai_ioniq
CE0129,2025-01-07,09:09:00,12:22:00,15.93,byd_qin
CE0130,2025-01-07,09:11:00,17:39:00,21.779999999999998,hyundai_ioniq
CE0131,2025-01-07,09:12:00,12:17:00,22.45000000000001,byd_dolphin
CE0132,2025-01-07,09:13:00,17:48:00,15.93,byd_qin
CE0133,2025-01-07,09:14:00,12:17:00,17.960000000000004,byd_dolphin
CE0134,2025-01-07,09:15:00,12:17:00,17.960000000000004,byd_dolphin
CE0135,2025-01-07,09:15:00,17:38:00,12.060000000000004,renault_kwid
CE0136,2025-01-07,09:15:00,17:39:00,10.720000000000002,renault_kwid
CE0137,2025-01-07,09:16:00,12:15:00,21.779999999999998,hyundai_ioniq
CE0138,2025-01-07,09:17:00,17:46:00,13.469999999999999,byd_dolphin
CE0139,2025-01-07,09:18:00,17:48:00,8.04,renault_kwid
CE0140,2025-01-07,09:19:00,17:32:00,12.060000000000004,renault_kwid
CE0141,2025-01-07,09:20:00,17:42:00,20.205000000000005,byd_dolphin
CE0142,2025-01-07,09:23:00,17:48:00,13.469999999999999,byd_dolphin
CE0143,2025-01-07,09:23:00,17:32:00,8.04,renault_kwid
CE0144,2025-01-07,09:25:00,17:49:00,9.38,renault_kwid
CE0145,2025-01-07,09:26:00,17:42:00,13.469999999999999,byd_dolphin
CE0146,2025-01-07,09:27:00,17:28:00,8.04,renault_kwid
CE0147,2025-01-07,09:29:00,17:49:00,13.469999999999999,byd_dolphin
CE0148,2025-01-07,09:29:00,12:09:00,8.04,renault_kwid
CE0149,2025-01-07,09:30:00,17:44:00,12.060000000000004,renault_kwid
CE0150,2025-01-07,09:31:00,12:07:00,22.45000000000001,byd_dolphin
CE0151,2025-01-07,09:31:00,17:37:00,13.400000000000006,renault_kwid
CE0152,2025-01-07,09:34:00,17:43:00,20.205000000000005,byd_dolphin
CE0153,2025-01-07,09:35:00,17:49:00,15.93,byd_qin
CE0154,2025-01-07,14:28:00,17:31:00,22.45000000000001,byd_dolphin
CE0155,2025-01-07,14:38:00,17:43:00,10.720000000000002,renault_kwid
CE0156,2025-01-07,14:46:00,17:44:00,17.960000000000004,byd_dolphin
CE0157,2025-01-08,08:59:00,17:40:00,17.960000000000004,byd_dolphin
CE0158,2025-01-08,09:01:00,17:42:00,23.895000000000007,byd_qin
CE0159,2025-01-08,09:01:00,17:51:00,13.469999999999999,byd_dolphin
CE0160,2025-01-08,09:08:00,17:31:00,10.720000000000002,renault_kwid
CE0161,2025-01-08,09:09:00,17:33:00,15.715000000000002,byd_dolphin
CE0162,2025-01-08,09:09:00,17:46:00,29.205000000000016,byd_qin
CE0163,2025-01-08,09:09:00,17:47:00,29.205000000000016,byd_qin
CE0164,2025-01-08,09:09:00,17:31:00,21.240000000000006,byd_qin
CE0165,2025-01-08,09:10:00,17:25:00,8.04,renault_kwid
CE0166,2025-01-08,09:11:00,17:41:00,15.93,byd_qin
CE0167,2025-01-08,09:13:00,17:48:00,18.585,byd_qin
CE0168,2025-01-08,09:15:00,17:37:00,15.715000000000002,byd_dolphin
CE0169,2025-01-08,09:17:00,17:41:00,21.240000000000006,byd_qin
CE0170,2025-01-08,09:17:00,17:49:00,21.240000000000006,byd_qin
CE0171,2025-01-08,09:18:00,12:14:00,20.205000000000005,byd_dolphin
CE0172,2025-01-08,09:20:00,12:14:00,9.38,renault_kwid
CE0173,2025-01-08,09:20:00,17:39:00,18.585,byd_qin
CE0174,2025-01-08,09:20:00,17:49:00,12.060000000000004,renault_kwid
CE0175,2025-01-08,09:20:00,17:44:00,50.00000000000002,tesla_model_3
CE0176,2025-01-08,09:21:00,12:20:00,15.93,byd_qin
CE0177,2025-01-08,09:21:00,17:35:00,8.04,renault_kwid
CE0178,2025-01-08,09:25:00,17:54:00,17.960000000000004,byd_dolphin
CE0179,2025-01-08,09:26:00,17:35:00,23.895000000000007,byd_qin
CE0180,2025-01-08,09:28:00,12:21:00,18.585,byd_qin
CE0181,2025-01-08,14:37:00,17:48:00,18.585,byd_qin
CE0182,2025-01-08,14:40:00,17:36:00,13.400000000000006,renault_kwid
CE0183,2025-01-08,14:42:00,17:34:00,20.205000000000005,byd_dolphin
CE0184,2025-01-08,14:47:00,17:45:00,15.715000000000002,byd_dolphin
CE0185,2025-01-08,14:50:00,17:37:00,12.060000000000004,renault_kwid
CE0186,2025-01-08,14:56:00,17:45:00,29.205000000000016,byd_qin
CE0187,2025-01-09,09:01:00,17:36:00,12.060000000000004,renault_kwid
CE0188,2025-01-09,09:02:00,17:42:00,15.715000000000002,byd_dolphin
CE0189,2025-01-09,09:06:00,17:42:00,26.55000000000001,byd_qin
CE0190,2025-01-09,09:12:00,12:08:00,25.41,hyundai_ioniq
CE0191,2025-01-09,09:14:00,12:06:00,8.04,renault_kwid
CE0192,2025-01-09,09:14:00,17:50:00,15.715000000000002,byd_dolphin
CE0193,2025-01-09,09:14:00,17:48:00,10.720000000000002,renault_kwid
CE0194,2025-01-09,09:16:00,17:36:00,9.38,renault_kwid
CE0195,2025-01-09,09:16:00,17:43:00,9.38,renault_kwid
CE0196,2025-01-09,09:16:00,17:26:00,15.715000000000002,byd_dolphin
CE0197,2025-01-09,09:16:00,17:29:00,15.715000000000002,byd_dolphin
CE0198,2025-01-09,09:17:00,17:39:00,21.779999999999998,hyundai_ioniq
CE0199,2025-01-09,09:21:00,12:03:00,8.04,renault_kwid
CE0200,2025-01-09,09:23:00,12:19:00,26.940000000000012,byd_dolphin
CE0201,2025-01-09,09:23:00,12:15:00,14.740000000000007,renault_kwid
CE0202,2025-01-09,09:27:00,17:48:00,15.715000000000002,byd_dolphin
CE0203,2025-01-09,09:28:00,17:33:00,13.469999999999999,byd_dolphin
CE0204,2025-01-09,09:28:00,12:12:00,8.04,renault_kwid
CE0205,2025-01-09,09:32:00,17:47:00,10.720000000000002,renault_kwid
CE0206,2025-01-09,14:26:00,17:47:00,12.060000000000004,renault_kwid
CE0207,2025-01-09,14:32:00,17:40:00,9.38,renault_kwid
CE0208,2025-01-09,14:40:00,17:41:00,21.240000000000006,byd_qin
CE0209,2025-01-09,14:45:00,17:55:00,13.469999999999999,byd_dolphin
CE0210,2025-01-09,14:45:00,17:35:00,8.04,renault_kwid
CE0211,2025-01-09,14:46:00,17:50:00,18.585,byd_qin
CE0212,2025-01-09,15:09:00,17:52:00,9.38,renault_kwid
CE0213,2025-01-10,08:55:00,12:10:00,17.960000000000004,byd_dolphin
CE0214,2025-01-10,08:58:00,17:41:00,21.240000000000006,byd_qin
CE0215,2025-01-10,09:00:00,17:20:00,8.04,renault_kwid
CE0216,2025-01-10,09:02:00,17:37:00,12.060000000000004,renault_kwid
CE0217,2025-01-10,09:06:00,17:43:00,9.38,renault_kwid
CE0218,2025-01-10,09:07:00,17:50:00,32.67000000000001,hyundai_ioniq
CE0219,2025-01-10,09:08:00,17:46:00,9.38,renault_kwid
CE0220,2025-01-10,09:10:00,12:20:00,12.060000000000004,renault_kwid
CE0221,2025-01-10,09:15:00,17:52:00,17.960000000000004,byd_dolphin
CE0222,2025-01-10,09:16:00,17:40:00,10.720000000000002,renault_kwid
CE0223,2025-01-10,09:17:00,17:26:00,15.93,byd_qin
CE0224,2025-01-10,09:19:00,17:33:00,36.30000000000001,hyundai_ioniq
CE0225,2025-01-10,09:19:00,12:14:00,25.41,hyundai_ioniq
CE0226,2025-01-10,09:20:00,17:45:00,21.240000000000006,byd_qin
CE0227,2025-01-10,09:20:00,17:39:00,9.38,renault_kwid
CE0228,2025-01-10,09:21:00,17:48:00,17.960000000000004,byd_dolphin
CE0229,2025-01-10,09:22:00,17:40:00,8.04,renault_kwid
CE0230,2025-01-10,09:24:00,17:36:00,13.469999999999999,byd_dolphin
CE0231,2025-01-10,09:24:00,17:50:00,15.715000000000002,byd_dolphin
CE0232,2025-01-10,09:28:00,17:40:00,9.38,renault_kwid
CE0233,2025-01-10,09:39:00,17:44:00,18.585,byd_qin
CE0234,2025-01-10,14:39:00,17:41:00,25.41,hyundai_ioniq
CE0235,2025-01-10,14:39:00,17:38:00,9.38,renault_kwid
CE0236,2025-01-10,14:48:00,17:43:00,15.715000000000002,byd_dolphin
CE0237,2025-01-10,14:49:00,17:48:00,15.715000000000002,byd_dolphin
CE0238,2025-01-10,14:54:00,17:45:00,8.04,renault_kwid
CE0239,2025-01-10,14:57:00,17:42:00,12.060000000000004,renault_kwid
CE0240,2025-01-10,14:59:00,17:45:00,15.93,byd_qin
CE0241,2025-01-10,15:08:00,17:39:00,39.930000000000014,hyundai_ioniq
CE0242,2025-01-11,09:11:00,17:42:00,45.000000000000014,tesla_model_3
CE0243,2025-01-11,09:12:00,17:46:00,15.715000000000002,byd_dolphin
CE0244,2025-01-11,09:15:00,17:38:00,9.38,renault_kwid
CE0245,2025-01-11,09:19:00,17:37:00,50.00000000000002,tesla_model_3
CE0246,2025-01-12,09:07:00,12:10:00,18.585,byd_qin
CE0247,2025-01-12,09:21:00,12:15:00,9.38,renault_kwid
CE0248,2025-01-12,09:27:00,17:41:00,25.41,hyundai_ioniq
CE0249,2025-01-12,14:48:00,17:52:00,32.67000000000001,hyundai_ioniq
CE0250,2025-01-12,14:52:00,17:34:00,23.895000000000007,byd_qin
CE0251,2025-01-13,08:54:00,17:36:00,21.240000000000006,byd_qin
CE0252,2025-01-13,09:04:00,17:50:00,20.205000000000005,byd_dolphin
CE0253,2025-01-13,09:08:00,17:37:00,20.205000000000005,byd_dolphin
CE0254,2025-01-13,09:13:00,17:31:00,9.38,renault_kwid
CE0255,2025-01-13,09:13:00,17:38:00,21.240000000000006,byd_qin
CE0256,2025-01-13,09:14:00,17:41:00,9.38,renault_kwid
CE0257,2025-01-13,09:15:00,12:12:00,18.585,byd_qin
CE0258,2025-01-13,09:16:00,17:37:00,12.060000000000004,renault_kwid
CE0259,2025-01-13,09:16:00,17:52:00,18.585,byd_qin
CE0260,2025-01-13,09:16:00,12:15:00,8.04,renault_kwid
CE0261,2025-01-13,09:16:00,17:52:00,10.720000000000002,renault_kwid
CE0262,2025-01-13,09:17:00,17:45:00,21.779999999999998,hyundai_ioniq
CE0263,2025-01-13,09:18:00,17:45:00,8.04,renault_kwid
CE0264,2025-01-13,09:18:00,17:43:00,29.040000000000003,hyundai_ioniq
CE0265,2025-01-13,09:19:00,17:45:00,10.720000000000002,renault_kwid
CE0266,2025-01-13,09:20:00,17:42:00,13.469999999999999,byd_dolphin
CE0267,2025-01-13,09:21:00,17:16:00,20.205000000000005,byd_dolphin
CE0268,2025-01-13,09:25:00,17:38:00,21.240000000000006,byd_qin
CE0269,2025-01-13,09:26:00,17:46:00,8.04,renault_kwid
CE0270,2025-01-13,09:27:00,17:28:00,18.585,byd_qin
CE0271,2025-01-13,09:28:00,17:40:00,10.720000000000002,renault_kwid
CE0272,2025-01-13,09:32:00,12:17:00,23.895000000000007,byd_qin
CE0273,2025-01-13,14:33:00,17:42:00,21.779999999999998,hyundai_ioniq
CE0274,2025-01-13,14:39:00,17:31:00,8.04,renault_kwid
CE0275,2025-01-13,14:46:00,17:44:00,39.930000000000014,hyundai_ioniq
CE0276,2025-01-13,14:50:00,17:52:00,17.960000000000004,byd_dolphin
CE0277,2025-01-13,14:54:00,17:53:00,18.585,byd_qin
CE0278,2025-01-14,08:51:00,17:38:00,22.45000000000001,byd_dolphin
CE0279,2025-01-14,08:54:00,17:39:00,26.55000000000001,byd_qin
CE0280,2025-01-14,09:04:00,17:41:00,23.895000000000007,byd_qin
CE0281,2025-01-14,09:04:00,17:52:00,12.060000000000004,renault_kwid
CE0282,2025-01-14,09:06:00,17:22:00,8.04,renault_kwid
CE0283,2025-01-14,09:06:00,17:43:00,8.04,renault_kwid
CE0284,2025-01-14,09:06:00,12:15:00,17.960000000000004,byd_dolphin
CE0285,2025-01-14,09:08:00,12:17:00,9.38,renault_kwid
CE0286,2025-01-14,09:12:00,17:46:00,13.469999999999999,byd_dolphin
CE0287,2025-01-14,09:12:00,17:48:00,15.715000000000002,byd_dolphin
CE0288,2025-01-14,09:16:00,17:42:00,25.41,hyundai_ioniq
CE0289,2025-01-14,09:16:00,12:18:00,9.38,renault_kwid
CE0290,2025-01-14,09:18:00,17:42:00,9.38,renault_kwid
CE0291,2025-01-14,09:19:00,17:38:00,10.720000000000002,renault_kwid
CE0292,2025-01-14,09:23:00,17:51:00,15.93,byd_qin
CE0293,2025-01-14,09:28:00,17:40:00,9.38,renault_kwid
CE0294,2025-01-14,14:36:00,17:38:00,9.38,renault_kwid
CE0295,2025-01-14,14:39:00,17:47:00,8.04,renault_kwid
CE0296,2025-01-14,14:46:00,17:39:00,26.55000000000001,byd_qin
CE0297,2025-01-14,14:49:00,17:44:00,13.469999999999999,byd_dolphin
CE0298,2025-01-14,14:49:00,17:38:00,13.469999999999999,byd_dolphin
CE0299,2025-01-14,14:50:00,17:48:00,8.04,renault_kwid
CE0300,2025-01-14,14:51:00,17:44:00,20.205000000000005,byd_dolphin
CE0301,2025-01-14,14:52:00,17:43:00,21.779999999999998,hyundai_ioniq
CE0302,2025-01-14,14:54:00,17:49:00,22.45000000000001,byd_dolphin
CE0303,2025-01-14,14:55:00,17:47:00,8.04,renault_kwid
CE0304,2025-01-14,15:00:00,17:15:00,8.04,renault_kwid
CE0305,2025-01-15,09:01:00,12:14:00,12.060000000000004,renault_kwid
CE0306,2025-01-15,09:05:00,12:12:00,8.04,renault_kwid
CE0307,2025-01-15,09:06:00,12:13:00,20.205000000000005,byd_dolphin
CE0308,2025-01-15,09:08:00,17:49:00,21.240000000000006,byd_qin
CE0309,2025-01-15,09:10:00,17:47:00,9.38,renault_kwid
CE0310,2025-01-15,09:11:00,17:43:00,17.960000000000004,byd_dolphin
CE0311,2025-01-15,09:11:00,17:51:00,9.38,renault_kwid
CE0312,2025-01-15,09:12:00,12:10:00,21.779999999999998,hyundai_ioniq
CE0313,2025-01-15,09:12:00,17:47:00,23.895000000000007,byd_qin
CE0314,2025-01-15,09:13:00,17:49:00,17.960000000000004,byd_dolphin
CE0315,2025-01-15,09:14:00,17:40:00,17.960000000000004,byd_dolphin
CE0316,2025-01-15,09:15:00,12:19:00,8.04,renault_kwid
CE0317,2025-01-15,09:15:00,17:37:00,13.400000000000006,renault_kwid
CE0318,2025-01-15,09:16:00,17:40:00,20.205000000000005,byd_dolphin
CE0319,2025-01-15,09:17:00,17:44:00,10.720000000000002,renault_kwid
CE0320,2025-01-15,09:19:00,17:43:00,8.04,renault_kwid
CE0321,2025-01-15,09:20:00,12:10:00,17.960000000000004,byd_dolphin
CE0322,2025-01-15,09:23:00,11:51:00,10.720000000000002,renault_kwid
CE0323,2025-01-15,09:24:00,17:46:00,18.585,byd_qin
CE0324,2025-01-15,09:24:00,17:49:00,15.715000000000002,byd_dolphin
CE0325,2025-01-15,14:32:00,17:49:00,13.469999999999999,byd_dolphin
CE0326,2025-01-15,14:37:00,17:51:00,9.38,renault_kwid
CE0327,2025-01-15,14:39:00,17:45:00,15.93,byd_qin
CE0328,2025-01-15,14:42:00,17:32:00,18.585,byd_qin
CE0329,2025-01-15,14:44:00,17:48:00,8.04,renault_kwid
CE0330,2025-01-15,14:44:00,17:49:00,8.04,renault_kwid
CE0331,2025-01-15,14:52:00,17:36:00,15.93,byd_qin
CE0332,2025-01-16,08:58:00,17:47:00,9.38,renault_kwid
CE0333,2025-01-16,09:01:00,17:45:00,15.715000000000002,byd_dolphin
CE0334,2025-01-16,09:01:00,11:54:00,17.960000000000004,byd_dolphin
CE0335,2025-01-16,09:02:00,17:38:00,15.715000000000002,byd_dolphin
CE0336,2025-01-16,09:02:00,12:17:00,17.960000000000004,byd_dolphin
CE0337,2025-01-16,09:05:00,12:09:00,17.960000000000004,byd_dolphin
CE0338,2025-01-16,09:06:00,12:19:00,10.720000000000002,renault_kwid
CE0339,2025-01-16,09:07:00,17:50:00,8.04,renault_kwid
CE0340,2025-01-16,09:07:00,17:28:00,15.715000000000002,byd_dolphin
CE0341,2025-01-16,09:07:00,17:44:00,10.720000000000002,renault_kwid
CE0342,2025-01-16,09:08:00,17:50:00,15.715000000000002,byd_dolphin
CE0343,2025-01-16,09:10:00,11:52:00,17.960000000000004,byd_dolphin
CE0344,2025-01-16,09:11:00,12:19:00,8.04,renault_kwid
CE0345,2025-01-16,09:11:00,17:43:00,15.715000000000002,byd_dolphin
CE0346,2025-01-16,09:14:00,12:01:00,15.715000000000002,byd_dolphin
CE0347,2025-01-16,09:15:00,12:19:00,13.469999999999999,byd_dolphin
CE0348,2025-01-16,09:16:00,12:20:00,15.715000000000002,byd_dolphin
CE0349,2025-01-16,09:17:00,17:34:00,12.060000000000004,renault_kwid
CE0350,2025-01-16,09:18:00,17:46:00,18.585,byd_qin
CE0351,2025-01-16,09:18:00,17:44:00,21.240000000000006,byd_qin
CE0352,2025-01-16,09:24:00,17:47:00,8.04,renault_kwid
CE0353,2025-01-16,09:25:00,17:42:00,9.38,renault_kwid
CE0354,2025-01-16,09:28:00,12:10:00,21.240000000000006,byd_qin
CE0355,2025-01-16,09:30:00,12:02:00,14.740000000000007,renault_kwid
CE0356,2025-01-16,09:31:00,12:18:00,26.55000000000001,byd_qin
CE0357,2025-01-16,14:40:00,17:26:00,12.060000000000004,renault_kwid
CE0358,2025-01-16,14:43:00,17:48:00,21.779999999999998,hyundai_ioniq
CE0359,2025-01-16,14:44:00,17:45:00,26.55000000000001,byd_qin
CE0360,2025-01-16,14:45:00,17:48:00,8.04,renault_kwid
CE0361,2025-01-16,14:46:00,17:39:00,13.469999999999999,byd_dolphin
CE0362,2025-01-17,08:32:00,17:48:00,23.895000000000007,byd_qin
CE0363,2025-01-17,08:55:00,12:10:00,15.93,byd_qin
CE0364,2025-01-17,08:59:00,12:18:00,17.960000000000004,byd_dolphin
