id,date,t_arr,t_dep,e_dem,ev_model
CE0165,2025-01-08,09:11:00,17:37:00,21.240000000000006,byd_qin
CE0166,2025-01-08,09:12:00,17:41:00,10.720000000000002,renault_kwid
CE0167,2025-01-08,09:14:00,12:07:00,9.38,renault_kwid
CE0168,2025-01-08,09:15:00,12:17:00,13.469999999999999,byd_dolphin
CE0169,2025-01-08,09:16:00,12:19:00,31.860000000000017,byd_qin
CE0170,2025-01-08,09:17:00,12:16:00,26.55000000000001,byd_qin
CE0171,2025-01-08,09:19:00,17:35:00,25.41,hyundai_ioniq
CE0172,2025-01-08,09:22:00,17:46:00,15.93,byd_qin
CE0173,2025-01-08,09:23:00,12:18:00,25.41,hyundai_ioniq
CE0174,2025-01-08,09:29:00,17:22:00,22.45000000000001,byd_dolphin
CE0175,2025-01-08,09:29:00,17:28:00,21.779999999999998,hyundai_ioniq
CE0176,2025-01-08,14:32:00,17:38:00,15.715000000000002,byd_dolphin
CE0177,2025-01-08,14:33:00,17:36:00,15.93,byd_qin
CE0178,2025-01-08,14:40:00,17:46:00,21.240000000000006,byd_qin
CE0179,2025-01-08,14:42:00,17:45:00,8.04,renault_kwid
CE0180,2025-01-08,14:43:00,17:48:00,18.585,byd_qin
CE0181,2025-01-08,14:46:00,17:28:00,15.715000000000002,byd_dolphin
CE0182,2025-01-08,14:50:00,17:48:00,10.720000000000002,renault_kwid
CE0183,2025-01-08,14:58:00,17:44:00,10.720000000000002,renault_kwid
CE0184,2025-01-08,15:03:00,17:40:00,15.715000000000002,byd_dolphin
CE0185,2025-01-09,08:51:00,17:48:00,17.960000000000004,byd_dolphin
CE0186,2025-01-09,09:01:00,17:32:00,9.38,renault_kwid
CE0187,2025-01-09,09:01:00,17:32:00,21.779999999999998,hyundai_ioniq
CE0188,2025-01-09,09:07:00,17:35:00,43.56000000000002,hyundai_ioniq
CE0189,2025-01-09,09:07:00,12:06:00,8.04,renault_kwid
CE0190,2025-01-09,09:09:00,17:44:00,23.895000000000007,byd_qin
CE0191,2025-01-09,09:10:00,17:32:00,15.93,byd_qin
CE0192,2025-01-09,09:12:00,17:46:00,13.469999999999999,byd_dolphin
CE0193,2025-01-09,09:12:00,17:41:00,23.895000000000007,byd_qin
CE0194,2025-01-09,09:13:00,17:45:00,8.04,renault_kwid
CE0195,2025-01-09,09:17:00,16:51:00,13.469999999999999,byd_dolphin
CE0196,2025-01-09,09:18:00,17:42:00,12.060000000000004,renault_kwid
CE0197,2025-01-09,09:21:00,17:38:00,8.04,renault_kwid
CE0198,2025-01-09,09:23:00,12:00:00,29.040000000000003,hyundai_ioniq
CE0199,2025-01-09,09:23:00,17:47:00,25.41,hyundai_ioniq
CE0200,2025-01-09,09:27:00,12:16:00,9.38,renault_kwid
CE0201,2025-01-09,09:30:00,12:20:00,8.04,renault_kwid
CE0202,2025-01-09,09:36:00,17:40:00,8.04,renault_kwid
CE0203,2025-01-09,09:36:00,17:41:00,13.400000000000006,renault_kwid
CE0204,2025-01-09,09:39:00,17:47:00,10.720000000000002,renault_kwid
CE0205,2025-01-09,14:34:00,17:45:00,15.715000000000002,byd_dolphin
CE0206,2025-01-09,14:35:00,17:36:00,15.715000000000002,byd_dolphin
CE0207,2025-01-09,14:35:00,17:49:00,15.93,byd_qin
CE0208,2025-01-09,14:39:00,17:39:00,13.469999999999999,byd_dolphin
CE0209,2025-01-09,14:44:00,17:41:00,15.715000000000002,byd_dolphin
CE0210,2025-01-09,14:47:00,17:40:00,20.205000000000005,byd_dolphin
CE0211,2025-01-09,14:47:00,17:50:00,15.93,byd_qin
CE0212,2025-01-09,14:48:00,17:27:00,12.060000000000004,renault_kwid
CE0213,2025-01-09,14:49:00,17:37:00,20.205000000000005,byd_dolphin
CE0214,2025-01-09,14:49:00,17:35:00,10.720000000000002,renault_kwid
CE0215,2025-01-09,14:49:00,17:37:00,32.67000000000001,hyundai_ioniq
CE0216,2025-01-09,14:50:00,17:47:00,25.41,hyundai_ioniq
CE0217,2025-01-09,14:51:00,17:48:00,10.720000000000002,renault_kwid
CE0218,2025-01-10,09:01:00,12:16:00,15.715000000000002,byd_dolphin
CE0219,2025-01-10,09:01:00,17:48:00,15.93,byd_qin
CE0220,2025-01-10,09:04:00,17:46:00,14.740000000000007,renault_kwid
CE0221,2025-01-10,09:06:00,17:30:00,15.715000000000002,byd_dolphin
CE0222,2025-01-10,09:06:00,17:44:00,12.060000000000004,renault_kwid
CE0223,2025-01-10,09:06:00,17:40:00,15.715000000000002,byd_dolphin
CE0224,2025-01-10,09:10:00,17:45:00,23.895000000000007,byd_qin
CE0225,2025-01-10,09:11:00,17:20:00,29.040000000000003,hyundai_ioniq
CE0226,2025-01-10,09:11:00,17:35:00,35.0,tesla_model_3
CE0227,2025-01-10,09:12:00,17:37:00,8.04,renault_kwid
CE0228,2025-01-10,09:12:00,17:49:00,13.400000000000006,renault_kwid
CE0229,2025-01-10,09:13:00,17:38:00,21.240000000000006,byd_qin
CE0230,2025-01-10,09:13:00,17:39:00,13.400000000000006,renault_kwid
CE0231,2025-01-10,09:15:00,17:41:00,9.38,renault_kwid
CE0232,2025-01-10,09:16:00,12:07:00,21.240000000000006,byd_qin
CE0233,2025-01-10,09:16:00,17:43:00,15.715000000000002,byd_dolphin
CE0234,2025-01-10,09:17:00,12:21:00,9.38,renault_kwid
CE0235,2025-01-10,09:17:00,12:18:00,10.720000000000002,renault_kwid
CE0236,2025-01-10,09:18:00,12:08:00,21.779999999999998,hyundai_ioniq
CE0237,2025-01-10,09:21:00,17:43:00,9.38,renault_kwid
CE0238,2025-01-10,09:22:00,12:15:00,22.45000000000001,byd_dolphin
CE0239,2025-01-10,09:22:00,12:17:00,10.720000000000002,renault_kwid
CE0240,2025-01-10,09:23:00,17:38:00,15.715000000000002,byd_dolphin
CE0241,2025-01-10,09:25:00,17:39:00,15.93,byd_qin
CE0242,2025-01-10,09:26:00,17:38:00,23.895000000000007,byd_qin
CE0243,2025-01-10,09:29:00,12:18:00,15.93,byd_qin
CE0244,2025-01-10,09:29:00,17:42:00,18.585,byd_qin
CE0245,2025-01-10,09:36:00,17:45:00,15.93,byd_qin
CE0246,2025-01-10,14:37:00,17:43:00,21.240000000000006,byd_qin
CE0247,2025-01-10,14:43:00,17:36:00,9.38,renault_kwid
CE0248,2025-01-10,14:54:00,17:50:00,15.715000000000002,byd_dolphin
CE0249,2025-01-10,14:57:00,17:39:00,9.38,renault_kwid
CE0250,2025-01-11,09:14:00,17:49:00,21.779999999999998,hyundai_ioniq
CE0251,2025-01-11,09:21:00,17:41:00,15.715000000000002,byd_dolphin
CE0252,2025-01-11,09:26:00,17:46:00,15.93,byd_qin
CE0253,2025-01-11,14:36:00,17:22:00,15.715000000000002,byd_dolphin
CE0254,2025-01-12,09:07:00,17:40:00,22.45000000000001,byd_dolphin
CE0255,2025-01-12,09:11:00,17:48:00,15.715000000000002,byd_dolphin
CE0256,2025-01-12,09:19:00,12:13:00,15.93,byd_qin
CE0257,2025-01-12,09:25:00,17:34:00,12.060000000000004,renault_kwid
CE0258,2025-01-12,09:26:00,12:18:00,8.04,renault_kwid
CE0259,2025-01-12,14:43:00,17:37:00,21.240000000000006,byd_qin
CE0260,2025-01-13,08:52:00,17:45:00,23.895000000000007,byd_qin
CE0261,2025-01-13,08:55:00,12:12:00,8.04,renault_kwid
CE0262,2025-01-13,08:59:00,17:42:00,13.469999999999999,byd_dolphin
CE0263,2025-01-13,09:02:00,17:47:00,21.779999999999998,hyundai_ioniq
CE0264,2025-01-13,09:02:00,17:50:00,21.779999999999998,hyundai_ioniq
CE0265,2025-01-13,09:03:00,17:43:00,25.41,hyundai_ioniq
CE0266,2025-01-13,09:03:00,17:36:00,8.04,renault_kwid
CE0267,2025-01-13,09:07:00,17:38:00,15.715000000000002,byd_dolphin
CE0268,2025-01-13,09:07:00,17:37:00,23.895000000000007,byd_qin
CE0269,2025-01-13,09:08:00,17:47:00,18.585,byd_qin
CE0270,2025-01-13,09:12:00,17:45:00,8.04,renault_kwid
CE0271,2025-01-13,09:13:00,12:09:00,18.585,byd_qin
CE0272,2025-01-13,09:15:00,17:49:00,29.040000000000003,hyundai_ioniq
CE0273,2025-01-13,09:15:00,12:15:00,18.585,byd_qin
CE0274,2025-01-13,09:16:00,17:36:00,9.38,renault_kwid
CE0275,2025-01-13,09:16:00,17:43:00,9.38,renault_kwid
CE0276,2025-01-13,09:17:00,17:46:00,15.93,byd_qin
CE0277,2025-01-13,09:19:00,12:14:00,8.04,renault_kwid
CE0278,2025-01-13,09:19:00,12:05:00,29.040000000000003,hyundai_ioniq
CE0279,2025-01-13,09:21:00,12:14:00,21.240000000000006,byd_qin
CE0280,2025-01-13,09:23:00,17:43:00,24.69500000000001,byd_dolphin
CE0281,2025-01-13,09:30:00,12:01:00,15.93,byd_qin
CE0282,2025-01-13,09:30:00,12:16:00,15.715000000000002,byd_dolphin
CE0283,2025-01-13,09:34:00,17:46:00,13.400000000000006,renault_kwid
CE0284,2025-01-13,09:40:00,12:10:00,15.715000000000002,byd_dolphin
CE0285,2025-01-13,14:40:00,17:42:00,17.960000000000004,byd_dolphin
CE0286,2025-01-13,14:45:00,12:12:00,10.720000000000002,renault_kwid
CE0287,2025-01-13,14:54:00,17:25:00,9.38,renault_kwid
CE0288,2025-01-13,14:54:00,17:49:00,20.205000000000005,byd_dolphin
CE0289,2025-01-13,15:02:00,17:42:00,17.960000000000004,byd_dolphin
CE0290,2025-01-14,08:53:00,17:43:00,15.93,byd_qin
CE0291,2025-01-14,08:58:00,17:40:00,8.04,renault_kwid
CE0292,2025-01-14,08:58:00,17:46:00,29.205000000000016,byd_qin
CE0293,2025-01-14,08:59:00,17:33:00,26.55000000000001,byd_qin
CE0294,2025-01-14,09:03:00,17:46:00,13.469999999999999,byd_dolphin
CE0295,2025-01-14,09:04:00,17:47:00,18.585,byd_qin
CE0296,2025-01-14,09:06:00,17:46:00,12.060000000000004,renault_kwid
CE0297,2025-01-14,09:07:00,12:15:00,9.38,renault_kwid
CE0298,2025-01-14,09:07:00,12:05:00,14.740000000000007,renault_kwid
CE0299,2025-01-14,09:08:00,17:51:00,32.67000000000001,hyundai_ioniq
CE0300,2025-01-14,09:08:00,17:53:00,23.895000000000007,byd_qin
CE0301,2025-01-14,09:15:00,12:17:00,18.585,byd_qin
CE0302,2025-01-14,09:16:00,12:13:00,15.715000000000002,byd_dolphin
CE0303,2025-01-14,09:16:00,17:42:00,13.469999999999999,byd_dolphin
CE0304,2025-01-14,09:17:00,17:38:00,15.715000000000002,byd_dolphin
CE0305,2025-01-14,09:17:00,12:14:00,8.04,renault_kwid
CE0306,2025-01-14,09:17:00,17:42:00,13.469999999999999,byd_dolphin
CE0307,2025-01-14,09:18:00,17:47:00,8.04,renault_kwid
CE0308,2025-01-14,09:18:00,17:44:00,13.469999999999999,byd_dolphin
CE0309,2025-01-14,09:18:00,17:36:00,13.469999999999999,byd_dolphin
CE0310,2025-01-14,09:23:00,12:14:00,15.715000000000002,byd_dolphin
CE0311,2025-01-14,09:24:00,12:14:00,15.93,byd_qin
CE0312,2025-01-14,09:24:00,11:54:00,13.400000000000006,renault_kwid
CE0313,2025-01-14,09:28:00,17:46:00,15.715000000000002,byd_dolphin
CE0314,2025-01-14,09:32:00,17:53:00,18.585,byd_qin
CE0315,2025-01-14,14:40:00,17:39:00,10.720000000000002,renault_kwid
CE0316,2025-01-14,14:40:00,17:28:00,9.38,renault_kwid
CE0317,2025-01-14,14:54:00,17:35:00,35.0,tesla_model_3
CE0318,2025-01-14,14:56:00,17:35:00,10.720000000000002,renault_kwid
CE0319,2025-01-14,15:00:00,17:39:00,21.779999999999998,hyundai_ioniq
CE0320,2025-01-15,08:49:00,17:44:00,9.38,renault_kwid
CE0321,2025-01-15,09:05:00,17:27:00,13.400000000000006,renault_kwid
CE0322,2025-01-15,09:09:00,17:49:00,9.38,renault_kwid
CE0323,2025-01-15,09:09:00,12:15:00,21.240000000000006,byd_qin
CE0324,2025-01-15,09:09:00,12:14:00,8.04,renault_kwid
CE0325,2025-01-15,09:11:00,17:40:00,8.04,renault_kwid
CE0326,2025-01-15,09:11:00,17:44:00,15.93,byd_qin
CE0327,2025-01-15,09:13:00,12:17:00,25.41,hyundai_ioniq
CE0328,2025-01-15,09:14:00,17:33:00,20.205000000000005,byd_dolphin
CE0329,2025-01-15,09:14:00,17:45:00,32.67000000000001,hyundai_ioniq
CE0330,2025-01-15,09:15:00,12:03:00,15.93,byd_qin
CE0331,2025-01-15,09:17:00,17:50:00,9.38,renault_kwid
CE0332,2025-01-15,09:17:00,17:31:00,29.040000000000003,hyundai_ioniq
CE0333,2025-01-15,09:18:00,17:38:00,8.04,renault_kwid
CE0334,2025-01-15,09:21:00,17:47:00,25.41,hyundai_ioniq
CE0335,2025-01-15,09:24:00,17:38:00,21.779999999999998,hyundai_ioniq
CE0336,2025-01-15,09:24:00,17:48:00,9.38,renault_kwid
CE0337,2025-01-15,09:24:00,17:37:00,10.720000000000002,renault_kwid
CE0338,2025-01-15,09:24:00,17:49:00,14.740000000000007,renault_kwid
CE0339,2025-01-15,09:25:00,12:11:00,20.205000000000005,byd_dolphin
CE0340,2025-01-15,09:28:00,17:41:00,15.93,byd_qin
CE0341,2025-01-15,09:31:00,12:16:00,9.38,renault_kwid
CE0342,2025-01-15,14:25:00,17:49:00,13.469999999999999,byd_dolphin
CE0343,2025-01-15,14:35:00,17:24:00,26.55000000000001,byd_qin
CE0344,2025-01-15,14:38:00,17:42:00,13.469999999999999,byd_dolphin
CE0345,2025-01-15,14:46:00,17:28:00,20.205000000000005,byd_dolphin
CE0346,2025-01-15,14:46:00,17:50:00,9.38,renault_kwid
CE0347,2025-01-15,14:50:00,17:24:00,15.715000000000002,byd_dolphin
CE0348,2025-01-15,14:51:00,17:53:00,9.38,renault_kwid
CE0349,2025-01-15,14:53:00,17:37:00,10.720000000000002,renault_kwid
CE0350,2025-01-15,14:55:00,17:46:00,8.04,renault_kwid
CE0351,2025-01-16,08:55:00,17:52:00,17.960000000000004,byd_dolphin
CE0352,2025-01-16,09:02:00,12:14:00,8.04,renault_kwid
CE0353,2025-01-16,09:04:00,11:58:00,9.38,renault_kwid
CE0354,2025-01-16,09:06:00,17:49:00,15.715000000000002,byd_dolphin
CE0355,2025-01-16,09:09:00,17:39:00,29.040000000000003,hyundai_ioniq
CE0356,2025-01-16,09:14:00,12:10:00,9.38,renault_kwid
CE0357,2025-01-16,09:15:00,17:45:00,12.060000000000004,renault_kwid
CE0358,2025-01-16,09:15:00,17:39:00,17.960000000000004,byd_dolphin
CE0359,2025-01-16,09:17:00,12:14:00,29.040000000000003,hyundai_ioniq
CE0360,2025-01-16,09:17:00,17:51:00,9.38,renault_kwid
CE0361,2025-01-16,09:17:00,17:42:00,17.960000000000004,byd_dolphin
CE0362,2025-01-16,09:20:00,17:37:00,13.400000000000006,renault_kwid
CE0363,2025-01-16,09:21:00,17:30:00,29.205000000000016,byd_qin
CE0364,2025-01-16,09:22:00,12:22:00,24.69500000000001,byd_dolphin
CE0365,2025-01-16,09:22:00,17:42:00,20.205000000000005,byd_dolphin
CE0366,2025-01-16,09:23:00,12:09:00,21.240000000000006,byd_qin
CE0367,2025-01-16,09:26:00,17:21:00,25.41,hyundai_ioniq
CE0368,2025-01-16,09:27:00,17:43:00,10.720000000000002,renault_kwid
